ID	ASSENT	ANXIETY	EMOTICONS	POSITIVE EMOTION	AFFECTIVE PROCESSES	ANGER	NEGATIVE EMOTION	SADNESS	
1200	0.9091	0.9091	0.0000	3.6364	4.5455	0.0000	0.9091	0.9091	
1250	1.6129	1.6129	0.0000	6.4516	8.0645	0.0000	1.6129	0.0000	
4381	0.0000	3.2787	0.0000	1.6393	4.9180	0.0000	3.2787	0.0000	
4541	0.7407	0.0000	0.0000	2.2222	3.7037	1.4815	1.4815	0.0000	
1260	0.0000	0.0000	0.0000	4.3478	4.3478	0.0000	0.0000	0.0000	
4611	0.3623	1.0870	0.0000	1.8116	4.7101	0.3623	2.8986	0.0000	
1270	0.0000	1.0204	0.0000	0.0000	2.0408	0.0000	2.0408	0.0000	
1300	0.5376	0.0000	0.0000	3.7634	6.4516	0.5376	2.6882	0.5376	
1700	0.0000	0.0000	0.0000	8.5714	11.4286	2.8571	2.8571	0.0000	
4631	0.0000	4.0000	0.0000	2.0000	6.0000	0.0000	4.0000	0.0000	
5171	0.0000	0.0000	0.0000	6.3830	8.5106	0.0000	2.1277	2.1277	
5231	0.0000	0.3610	0.0000	2.8881	3.9711	0.0000	0.7220	0.3610	
1490	0.0000	2.1277	0.0000	2.1277	5.3191	0.0000	2.1277	0.0000	
1500	0.0000	0.0000	0.0000	2.1390	3.2086	0.5348	1.0695	0.0000	
1580	0.0000	1.4493	0.0000	4.3478	5.7971	0.0000	1.4493	0.0000	
1680	0.0000	0.0000	0.0000	0.0000	2.7027	2.7027	2.7027	0.0000	
1860	1.1236	0.0000	0.0000	3.3708	5.6180	0.0000	1.1236	0.0000	
5491	0.2882	0.0000	0.0000	2.5937	4.6110	0.8646	2.0173	0.2882	
1570	0.0000	0.0000	0.0000	2.7027	3.6036	0.0000	0.9009	0.0000	
1780	2.1277	0.0000	0.0000	6.3830	6.3830	0.0000	0.0000	0.0000	
5551	0.0000	0.9434	0.0000	1.8868	3.7736	0.9434	1.8868	0.0000	
1710	0.0000	0.0000	0.0000	2.2472	2.2472	0.0000	0.0000	0.0000	
5561	0.0000	0.0000	0.0000	0.0000	2.1978	0.0000	2.1978	0.0000	
1770	7.6923	7.6923	0.0000	15.3846	30.7692	7.6923	15.3846	0.0000	
6141	0.0000	0.0000	0.0000	3.3898	4.2373	0.0000	0.8475	0.0000	
6511	0.0000	2.5316	0.0000	1.2658	3.7975	0.0000	2.5316	0.0000	
7061	0.0000	3.3898	0.0000	1.6949	6.7797	0.0000	3.3898	0.0000	
8331	0.0000	0.0000	0.0000	2.2727	3.4091	0.0000	1.1364	1.1364	
12971	0.0000	0.0000	0.0000	2.8169	2.8169	0.0000	0.0000	0.0000	
9501	0.0000	0.0000	0.0000	3.8462	3.8462	0.0000	0.0000	0.0000	
9721	0.0000	0.0000	0.0000	4.5455	4.5455	0.0000	0.0000	0.0000	
3530	0.0000	0.0000	0.0000	8.3333	8.3333	0.0000	0.0000	0.0000	
3580	0.0000	0.0000	0.0000	9.0909	18.1818	0.0000	9.0909	0.0000	
14991	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15141	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15281	6.0606	0.0000	0.0000	3.0303	3.0303	0.0000	0.0000	0.0000	
15711	0.0000	0.0000	0.0000	5.4054	8.1081	0.0000	2.7027	0.0000	
15861	1.7241	0.0000	0.0000	3.4483	5.1724	0.0000	1.7241	0.0000	
16301	0.0000	0.0000	0.0000	4.1667	4.1667	0.0000	0.0000	0.0000	
6750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
19371	0.0000	0.0000	0.0000	0.0000	4.1667	0.0000	4.1667	0.0000	
19391	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
511	0.0000	0.0000	0.0000	5.8824	5.8824	0.0000	0.0000	0.0000	
571	0.0000	0.0000	0.0000	2.0408	2.0408	0.0000	0.0000	0.0000	
2421	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6261	0.0000	0.0000	0.0000	2.1739	2.1739	0.0000	0.0000	0.0000	
12031	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13001	0.0000	0.0000	0.0000	4.1667	4.1667	0.0000	0.0000	0.0000	
18151	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
18241	1.0753	0.0000	0.0000	0.0000	3.2258	2.1505	3.2258	1.0753	
19321	0.5464	0.0000	0.0000	1.0929	1.6393	0.5464	0.5464	0.0000	
19381	0.9217	0.0000	0.0000	2.3041	2.3041	0.0000	0.0000	0.0000	
7410	1.4286	0.0000	0.0000	2.8571	5.7143	2.8571	2.8571	0.0000	
17351	0.0000	0.0000	0.0000	3.2258	4.8387	1.6129	1.6129	0.0000	
17811	0.0000	0.0000	0.0000	5.8824	5.8824	0.0000	0.0000	0.0000	
20771	0.5208	0.0000	0.0000	3.6458	3.6458	0.0000	0.0000	0.0000	
3191	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9401	0.0000	0.0000	0.0000	0.0000	7.1429	0.0000	7.1429	0.0000	
9631	0.0000	0.0000	0.0000	9.5238	9.5238	0.0000	0.0000	0.0000	
9771	0.0000	0.0000	0.0000	9.6154	11.5385	0.9615	1.9231	0.0000	
9791	0.0000	0.0000	0.0000	5.2632	5.2632	0.0000	0.0000	0.0000	
3900	0.9804	0.0000	0.0000	3.9216	5.8824	0.0000	1.9608	0.9804	
14941	0.0000	0.0000	0.0000	1.6854	2.2472	0.0000	0.5618	0.0000	
15061	0.0000	0.3096	0.0000	1.8576	3.4056	0.0000	1.5480	0.0000	
15071	0.3521	0.1761	0.0000	3.1690	4.0493	0.0000	0.8803	0.0000	
15081	0.0000	0.0000	0.0000	2.4476	2.7972	0.0000	0.3497	0.0000	
19361	0.0000	0.0000	0.0000	5.7692	5.7692	0.0000	0.0000	0.0000	
461	0.0000	0.0000	0.0000	4.1667	4.1667	0.0000	0.0000	0.0000	
491	0.0000	0.0000	0.0000	16.6667	16.6667	0.0000	0.0000	0.0000	
781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6211	0.0000	0.0000	0.0000	2.6087	2.6087	0.0000	0.0000	0.0000	
6601	0.0000	0.0000	0.0000	9.5238	9.5238	0.0000	0.0000	0.0000	
6641	0.0000	0.0000	0.0000	8.8889	8.8889	0.0000	0.0000	0.0000	
7001	0.0000	0.0000	0.0000	10.3448	10.3448	0.0000	0.0000	0.0000	
2060	0.0000	0.0000	0.0000	1.1765	1.1765	0.0000	0.0000	0.0000	
2260	1.8182	0.0000	0.0000	9.0909	9.0909	0.0000	0.0000	0.0000	
7421	0.0000	0.0000	0.0000	6.8966	6.8966	0.0000	0.0000	0.0000	
2280	0.7692	0.7692	0.0000	6.1538	6.9231	0.0000	0.7692	0.0000	
7741	1.1111	0.0000	0.0000	3.3333	3.3333	0.0000	0.0000	0.0000	
8841	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13491	2.5641	0.0000	0.0000	2.5641	5.1282	2.5641	2.5641	0.0000	
13691	0.0000	0.0000	0.0000	0.7143	0.7143	0.0000	0.0000	0.0000	
14001	1.0526	0.0000	0.0000	4.2105	4.2105	0.0000	0.0000	0.0000	
16701	0.0000	0.0000	0.0000	3.1250	3.1250	0.0000	0.0000	0.0000	
7150	0.0000	0.0000	0.0000	2.9126	2.9126	0.0000	0.0000	0.0000	
17121	0.0000	0.0000	0.0000	4.3860	4.3860	0.0000	0.0000	0.0000	
7340	0.0000	0.0000	0.0000	13.3333	13.3333	0.0000	0.0000	0.0000	
17681	0.0000	0.0000	0.0000	1.2987	1.2987	0.0000	0.0000	0.0000	
19231	0.4854	0.0000	0.0000	2.9126	2.9126	0.0000	0.0000	0.0000	
19301	0.0000	0.0000	0.0000	10.7143	10.7143	0.0000	0.0000	0.0000	
12011	0.6993	0.0000	0.0000	2.0979	2.7972	0.0000	0.6993	0.0000	
12051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13351	0.0000	0.0000	0.0000	5.2632	7.0175	0.0000	1.7544	0.0000	
17341	0.0000	1.8182	0.0000	4.5455	6.3636	0.0000	1.8182	0.0000	
2921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3271	0.0000	0.0000	0.0000	6.2500	6.2500	0.0000	0.0000	0.0000	
9351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9361	0.0000	0.0000	0.0000	2.2727	2.2727	0.0000	0.0000	0.0000	
9391	0.0000	0.0000	0.0000	0.0000	2.2222	0.0000	2.2222	0.0000	
9441	0.0000	0.0000	0.0000	0.0000	4.5455	0.0000	4.5455	0.0000	
9451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14881	0.0000	0.0000	0.0000	1.4085	1.4085	0.0000	0.0000	0.0000	
14891	1.7241	0.0000	0.0000	6.8966	6.8966	0.0000	0.0000	0.0000	
14901	0.0000	6.2500	0.0000	0.0000	12.5000	6.2500	12.5000	0.0000	
6160	0.0000	2.5000	0.0000	2.5000	7.5000	2.5000	5.0000	0.0000	
15241	0.0000	0.0000	0.0000	5.5046	7.3394	0.9174	1.8349	0.9174	
19211	0.0000	0.0000	0.0000	1.8797	3.5714	0.7519	1.6917	0.0000	
19291	0.0000	0.0000	0.0000	1.7891	2.7307	0.0942	0.9416	0.1883	
7350	0.5952	0.3968	0.0000	1.7857	2.5794	0.1984	0.7937	0.1984	
421	0.0000	0.0000	0.0000	4.4944	5.6180	0.0000	0.0000	0.0000	
791	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
690	0.0000	0.0000	0.0000	20.0000	20.0000	0.0000	0.0000	0.0000	
720	0.6667	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	
850	1.0582	0.0000	0.0000	4.2328	5.2910	0.0000	1.0582	1.0582	
920	0.0000	0.0000	0.0000	1.4493	1.4493	0.0000	0.0000	0.0000	
930	0.4545	0.0000	0.0000	2.2727	2.7273	0.0000	0.4545	0.0000	
3101	0.0000	0.0000	0.0000	2.4096	2.4096	0.0000	0.0000	0.0000	
3151	0.0000	0.0000	0.0000	13.6364	13.6364	0.0000	0.0000	0.0000	
8291	7.1429	0.0000	0.0000	7.1429	7.1429	0.0000	0.0000	0.0000	
8391	0.0000	0.0000	0.0000	2.1053	3.1579	0.0000	1.0526	1.0526	
3670	0.0000	0.0000	0.0000	5.5556	5.5556	0.0000	0.0000	0.0000	
6051	0.0000	0.0000	0.0000	0.9615	0.9615	0.0000	0.0000	0.0000	
6111	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
6491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
11981	0.0000	0.0000	0.0000	2.5641	2.5641	0.0000	0.0000	0.0000	
12001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12281	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12881	0.0000	0.0000	2.7027	0.0000	0.0000	0.0000	0.0000	0.0000	
12911	0.0000	0.0000	0.0000	1.1628	1.1628	0.0000	0.0000	0.0000	
13101	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13211	0.0000	0.0000	0.0000	12.5000	12.5000	0.0000	0.0000	0.0000	
17321	0.0000	0.0000	0.0000	6.2500	6.2500	0.0000	0.0000	0.0000	
2631	0.6024	0.0000	0.0000	1.2048	4.2169	0.6024	3.0120	0.0000	
11941	0.0000	0.0000	0.0000	1.9868	1.9868	0.0000	0.0000	0.0000	
11951	0.0000	0.0000	0.0000	5.0000	5.0000	0.0000	0.0000	0.0000	
9281	1.6949	0.0000	0.0000	3.3898	3.3898	0.0000	0.0000	0.0000	
9381	3.8462	0.0000	0.0000	3.8462	3.8462	0.0000	0.0000	0.0000	
9731	0.6803	0.0000	0.0000	3.4014	3.4014	0.0000	0.0000	0.0000	
9821	0.0000	10.0000	0.0000	5.0000	15.0000	0.0000	10.0000	0.0000	
14851	0.0000	0.0000	0.0000	4.1667	8.3333	4.1667	4.1667	0.0000	
15121	2.1277	0.0000	4.2553	2.1277	10.6383	0.0000	8.5106	6.3830	
6280	0.0000	0.0000	2.9412	2.9412	2.9412	0.0000	0.0000	0.0000	
6290	0.0000	0.0000	2.7778	8.3333	8.3333	0.0000	0.0000	0.0000	
15171	0.0000	0.0000	0.0000	3.0303	3.0303	0.0000	0.0000	0.0000	
19201	0.9174	0.0000	0.0000	1.8349	1.8349	0.0000	0.0000	0.0000	
19221	2.1505	0.0000	0.0000	3.2258	4.3011	0.0000	1.0753	0.0000	
7360	0.3846	0.0000	0.0000	3.8462	5.0000	0.3846	1.1538	0.0000	
7380	0.9662	0.0000	0.0000	1.9324	3.3816	0.4831	1.4493	0.0000	
7390	0.0000	0.0000	0.0000	0.6024	1.8072	0.0000	1.2048	0.0000	
7420	1.2048	0.0000	0.0000	4.8193	6.0241	0.0000	1.2048	0.0000	
7450	0.0000	0.0000	0.0000	100.0000	100.0000	0.0000	0.0000	0.0000	
19311	0.0000	0.0000	0.0000	1.8349	1.8349	0.0000	0.0000	0.0000	
19331	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
19341	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
19351	0.0000	0.0000	0.0000	1.4493	2.8986	0.0000	1.4493	0.0000	
19421	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
19471	0.0000	0.0000	0.0000	2.3810	4.7619	0.0000	2.3810	1.5873	
19861	0.0000	0.4950	0.0000	4.4554	7.9208	0.4950	2.9703	1.4851	
7460	1.3889	1.3889	0.0000	2.7778	5.5556	0.0000	2.7778	1.3889	
381	0.0000	0.0000	0.0000	4.7619	4.7619	0.0000	0.0000	0.0000	
831	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1001	0.0000	0.0000	0.0000	3.4483	3.4483	0.0000	0.0000	0.0000	
3571	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3621	0.0000	0.0000	16.6667	0.0000	0.0000	0.0000	0.0000	0.0000	
7251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5961	0.0000	0.0000	0.0000	2.4691	7.4074	0.0000	3.7037	2.4691	
5981	0.0000	0.0000	0.0000	4.2105	5.2632	0.0000	1.0526	0.0000	
1890	0.0000	0.0000	0.0000	1.1236	2.2472	0.0000	0.0000	0.0000	
6061	1.2579	0.0000	0.0000	3.1447	3.1447	0.0000	0.0000	0.0000	
6101	0.0000	0.0000	0.0000	3.1142	3.4602	0.0000	0.3460	0.0000	
6311	0.3484	0.0000	0.0000	3.1359	5.2265	0.3484	2.0906	1.0453	
6321	0.0000	0.8130	0.0000	1.2195	3.2520	0.0000	2.0325	0.4065	
7071	0.0000	0.0000	0.0000	0.0000	1.2195	0.0000	1.2195	0.0000	
7191	1.0309	0.0000	0.0000	5.1546	7.2165	0.0000	2.0619	1.0309	
7221	0.0000	0.0000	0.0000	1.6260	1.6260	0.0000	0.0000	0.0000	
7411	0.0000	0.0000	0.0000	1.8018	1.8018	0.0000	0.0000	0.0000	
8271	0.3497	0.0000	0.0000	3.1469	5.5944	0.3497	1.3986	1.0490	
11971	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17291	0.0000	0.0000	0.0000	3.4146	3.4146	0.0000	0.0000	0.0000	
17311	0.0000	0.0000	0.0000	50.0000	50.0000	0.0000	0.0000	0.0000	
17331	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17431	0.0000	0.0000	0.0000	50.0000	50.0000	0.0000	0.0000	0.0000	
17451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17531	0.0000	0.0000	0.0000	100.0000	100.0000	0.0000	0.0000	0.0000	
17551	0.0000	0.0000	0.0000	4.4444	4.4444	0.0000	0.0000	0.0000	
17571	0.0000	0.0000	0.0000	4.3478	4.3478	0.0000	0.0000	0.0000	
17641	0.0000	0.0000	0.0000	6.2500	6.2500	0.0000	0.0000	0.0000	
17781	0.0000	0.0000	0.0000	50.0000	50.0000	0.0000	0.0000	0.0000	
17791	0.0000	0.0000	0.0000	50.0000	50.0000	0.0000	0.0000	0.0000	
7060	0.0000	0.0000	0.0000	9.5238	9.5238	0.0000	0.0000	0.0000	
17951	0.0000	0.0000	0.0000	100.0000	100.0000	0.0000	0.0000	0.0000	
18311	0.0000	0.0000	0.0000	10.0000	10.0000	0.0000	0.0000	0.0000	
2381	1.0101	0.0000	0.0000	5.7239	5.7239	0.0000	0.0000	0.0000	
4171	0.0000	0.0000	0.0000	0.0000	2.4390	0.0000	2.4390	0.0000	
1330	0.0000	0.0000	0.0000	6.2500	6.2500	0.0000	0.0000	0.0000	
1440	0.0000	0.0000	0.0000	30.0000	30.0000	0.0000	0.0000	0.0000	
1510	0.0000	0.0000	0.0000	33.3333	33.3333	0.0000	0.0000	0.0000	
1650	0.0000	0.0000	0.0000	60.0000	60.0000	0.0000	0.0000	0.0000	
1900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4261	3.7037	0.0000	0.0000	3.7037	3.7037	0.0000	0.0000	0.0000	
1320	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4271	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1150	0.0000	0.0000	0.0000	3.1250	4.6875	0.0000	1.5625	0.0000	
1730	0.0000	0.0000	0.0000	33.3333	33.3333	0.0000	0.0000	0.0000	
1920	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4080	0.0000	0.0000	0.0000	2.7523	2.7523	0.0000	0.0000	0.0000	
4321	0.0000	0.0000	0.0000	5.6075	5.6075	0.0000	0.0000	0.0000	
1160	0.0000	0.0000	33.3333	66.6667	66.6667	0.0000	0.0000	0.0000	
4681	0.0000	0.0000	0.0000	6.5217	6.5217	0.0000	0.0000	0.0000	
1310	0.0000	0.0000	0.0000	3.2000	3.2000	0.0000	0.0000	0.0000	
1560	0.0000	0.0000	0.0000	1.7544	1.7544	0.0000	0.0000	0.0000	
4701	0.0000	0.0000	0.0000	22.2222	22.2222	0.0000	0.0000	0.0000	
4961	0.0000	0.0000	0.0000	2.7027	2.7027	0.0000	0.0000	0.0000	
5011	0.0000	0.0000	0.0000	20.0000	20.0000	0.0000	0.0000	0.0000	
5521	0.0000	0.0000	0.0000	25.0000	25.0000	0.0000	0.0000	0.0000	
5771	0.0000	0.0000	0.0000	15.0000	20.0000	0.0000	5.0000	5.0000	
5791	0.0000	0.0000	0.0000	28.5714	28.5714	0.0000	0.0000	0.0000	
5901	0.0000	0.0000	0.0000	36.3636	36.3636	0.0000	0.0000	0.0000	
6011	0.0000	0.0000	0.0000	7.6087	7.6087	0.0000	0.0000	0.0000	
6191	0.0000	0.0000	0.0000	5.2632	5.2632	0.0000	0.0000	0.0000	
6371	0.0000	0.0000	0.0000	5.4054	5.4054	0.0000	0.0000	0.0000	
7791	0.0000	0.0000	0.0000	15.0000	15.0000	0.0000	0.0000	0.0000	
2480	0.0000	0.0000	0.0000	42.8571	42.8571	0.0000	0.0000	0.0000	
8021	0.0000	0.0000	0.0000	33.3333	33.3333	0.0000	0.0000	0.0000	
8521	0.0000	0.0000	0.0000	8.6957	8.6957	0.0000	0.0000	0.0000	
8611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9251	0.0000	0.0000	0.0000	3.0303	3.0303	0.0000	0.0000	0.0000	
9271	1.0870	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14741	0.0000	0.8439	0.0000	3.3755	5.4852	0.0000	2.1097	0.4219	
14801	1.9417	0.9709	0.0000	6.7961	7.7670	0.0000	0.9709	0.0000	
14841	0.7299	0.0000	0.0000	4.3796	6.5693	0.0000	2.1898	0.0000	
15321	0.0000	0.0000	0.0000	7.3171	7.3171	0.0000	0.0000	0.0000	
15601	0.0000	0.0000	0.0000	4.7619	4.7619	0.0000	0.0000	0.0000	
16841	0.0000	0.0000	0.0000	3.7037	3.7037	0.0000	0.0000	0.0000	
19171	0.0000	0.0000	0.0000	2.1739	2.1739	0.0000	0.0000	0.0000	
291	0.0000	0.0000	0.0000	3.0928	4.1237	0.0000	0.0000	0.0000	
341	0.0000	0.0000	0.0000	0.9346	0.9346	0.0000	0.0000	0.0000	
30	0.0000	0.0000	0.0000	4.7619	4.7619	0.0000	0.0000	0.0000	
40	0.0000	0.0000	0.0000	2.9703	2.9703	0.0000	0.0000	0.0000	
431	0.0000	0.0000	0.0000	5.1282	5.1282	0.0000	0.0000	0.0000	
441	0.8475	0.0000	0.0000	3.3898	3.3898	0.0000	0.0000	0.0000	
801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1051	0.0000	0.0000	0.0000	6.9767	6.9767	0.0000	0.0000	0.0000	
3691	0.0000	0.0000	0.0000	5.5556	5.5556	0.0000	0.0000	0.0000	
7381	0.0000	0.0000	0.0000	4.7619	5.9524	0.0000	0.0000	0.0000	
5951	0.0000	0.0000	0.0000	0.0000	8.0000	4.0000	8.0000	0.0000	
6151	0.0000	0.0000	0.0000	2.0202	4.0404	2.0202	2.0202	0.0000	
11911	0.0000	0.0000	0.0000	0.0000	0.9259	0.0000	0.9259	0.0000	
17231	0.0000	0.0000	0.0000	3.3333	3.3333	0.0000	0.0000	0.0000	
17261	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17271	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17301	0.0000	11.1111	0.0000	0.0000	22.2222	0.0000	22.2222	0.0000	
17461	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17491	7.6923	0.0000	0.0000	7.6923	15.3846	0.0000	7.6923	0.0000	
17591	0.0000	0.0000	0.0000	16.6667	16.6667	0.0000	0.0000	0.0000	
2171	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2691	0.0000	0.0000	0.0000	1.0152	1.0152	0.0000	0.0000	0.0000	
800	0.0000	0.0000	0.0000	5.5215	5.5215	0.0000	0.0000	0.0000	
2711	0.0000	0.0000	0.0000	4.8387	6.4516	0.0000	0.0000	0.0000	
2771	0.0000	0.0000	0.0000	2.9630	3.3333	0.0000	0.3704	0.0000	
9211	0.3322	0.0000	0.0000	1.6611	2.3256	0.3322	0.6645	0.3322	
9481	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9681	1.5625	0.0000	0.0000	6.2500	6.2500	0.0000	0.0000	0.0000	
4250	0.0000	0.0000	0.0000	1.5152	1.5152	0.0000	0.0000	0.0000	
9701	0.0000	0.0000	0.0000	3.0612	3.0612	0.0000	0.0000	0.0000	
3450	0.0000	1.1628	0.0000	1.1628	2.3256	0.0000	1.1628	0.0000	
9881	0.9901	0.0000	0.4950	3.4653	4.9505	0.9901	1.4851	0.0000	
9901	0.0000	0.0000	0.0000	5.0847	5.0847	0.0000	0.0000	0.0000	
10981	0.0000	0.0000	0.0000	0.4785	0.4785	0.0000	0.0000	0.0000	
4750	2.6667	0.0000	0.0000	2.6667	2.6667	0.0000	0.0000	0.0000	
11171	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
11231	0.0000	0.0000	0.0000	1.1628	2.3256	1.1628	1.1628	0.0000	
11281	0.0000	0.0000	0.0000	2.3810	2.3810	0.0000	0.0000	0.0000	
12641	0.4348	0.0000	0.8696	2.6087	2.6087	0.0000	0.0000	0.0000	
14681	0.0000	0.0000	0.0000	5.0000	5.0000	0.0000	0.0000	0.0000	
19081	0.0000	0.0000	0.0000	2.5974	2.5974	0.0000	0.0000	0.0000	
20141	0.0000	0.0000	0.0000	2.3256	4.6512	0.0000	2.3256	0.0000	
20201	0.8368	0.0000	0.0000	2.5105	3.3473	0.0000	0.8368	0.4184	
20351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7610	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7620	0.0000	0.0000	0.0000	12.5000	12.5000	0.0000	0.0000	0.0000	
7680	0.0000	0.0000	0.0000	6.6667	6.6667	0.0000	0.0000	0.0000	
20521	3.7037	1.8519	0.0000	0.0000	3.7037	1.8519	3.7037	0.0000	
281	0.0000	0.0000	0.0000	6.3830	6.3830	0.0000	0.0000	0.0000	
941	0.0000	0.0000	0.0000	6.4935	6.4935	0.0000	0.0000	0.0000	
971	0.0000	0.0000	0.0000	4.5455	4.5455	0.0000	0.0000	0.0000	
2141	0.0000	0.0000	0.0000	3.7037	3.7037	0.0000	0.0000	0.0000	
4851	0.0000	0.0000	0.0000	4.0000	4.0000	0.0000	0.0000	0.0000	
8111	0.0000	0.0000	0.0000	2.6316	2.6316	0.0000	0.0000	0.0000	
8131	0.0000	0.0000	0.0000	3.0303	3.0303	0.0000	0.0000	0.0000	
5931	0.0000	0.0000	0.0000	0.3300	1.3201	0.3300	0.9901	0.0000	
6121	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1940	0.0000	0.0000	0.0000	4.1667	4.1667	0.0000	0.0000	0.0000	
7031	0.0000	0.0000	0.0000	1.2346	1.2346	0.0000	0.0000	0.0000	
8261	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2630	0.0000	0.0000	0.0000	5.8824	5.8824	0.0000	0.0000	0.0000	
2650	0.0000	0.0000	0.0000	2.0000	4.0000	0.0000	2.0000	0.0000	
8401	0.0000	0.0000	0.0000	4.3478	4.3478	0.0000	0.0000	0.0000	
11901	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14021	0.0000	0.0000	0.0000	6.1404	7.0175	0.0000	0.0000	0.0000	
14421	0.0000	0.0000	0.0000	25.0000	25.0000	0.0000	0.0000	0.0000	
17211	0.0000	0.0000	0.0000	4.2553	5.3191	0.0000	1.0638	0.0000	
17241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17251	0.0000	0.0000	0.0000	4.3478	4.3478	0.0000	0.0000	0.0000	
7050	0.0000	0.0000	0.0000	5.7692	5.7692	0.0000	0.0000	0.0000	
17281	0.0000	0.0000	1.6667	8.3333	8.3333	0.0000	0.0000	0.0000	
17411	0.0000	1.0638	0.0000	2.1277	4.2553	0.0000	2.1277	0.0000	
17541	0.0000	0.0000	0.0000	6.6667	6.6667	0.0000	0.0000	0.0000	
6990	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7000	0.0000	0.0000	0.0000	15.3846	15.3846	0.0000	0.0000	0.0000	
17601	0.6329	0.0000	0.0000	3.1646	3.7975	0.6329	0.6329	0.0000	
17861	0.0000	0.0000	0.0000	3.8462	5.7692	0.3846	1.9231	0.0000	
17911	0.0000	0.0000	0.0000	1.4085	2.8169	0.0000	1.4085	0.0000	
18021	0.0000	0.0000	0.8696	2.6087	6.9565	1.7391	4.3478	0.8696	
18041	0.0000	0.0000	0.0000	3.0769	3.8462	0.0000	0.7692	0.7692	
