ID	INSIGHT	INCLUSION	CAUSATION	INHIBITION	DISCREPANCY	TENTATIVENESS	COGNITIVE PROCESSES	EXCLUSION	CERTAINTY	
18241	3.2258	1.0753	1.0753	1.0753	2.1505	4.3011	15.0538	6.4516	1.0753	
19321	1.6393	2.1858	1.0929	0.5464	0.0000	2.1858	9.2896	2.1858	0.0000	
19381	5.0691	2.7650	1.3825	0.0000	0.0000	2.3041	12.4424	1.3825	0.9217	
7410	7.1429	2.8571	1.4286	0.0000	0.0000	1.4286	17.1429	2.8571	0.0000	
17351	3.2258	8.0645	1.6129	0.0000	4.8387	6.4516	24.1935	3.2258	1.6129	
17811	5.8824	0.0000	0.0000	0.0000	5.8824	0.0000	11.7647	0.0000	0.0000	
20771	3.6458	3.1250	1.5625	0.0000	2.0833	6.7708	19.7917	2.6042	2.0833	
3191	2.4390	2.4390	2.4390	0.0000	0.0000	0.0000	12.1951	2.4390	0.0000	
9401	0.0000	0.0000	0.0000	7.1429	0.0000	0.0000	7.1429	0.0000	0.0000	
9631	0.0000	4.7619	0.0000	0.0000	0.0000	0.0000	4.7619	0.0000	0.0000	
9771	0.9615	2.8846	0.0000	0.9615	1.9231	0.9615	8.6538	0.0000	1.9231	
9791	10.5263	5.2632	0.0000	0.0000	0.0000	0.0000	15.7895	0.0000	0.0000	
3900	6.8627	0.9804	4.9020	0.0000	0.9804	0.9804	24.5098	7.8431	2.9412	
14941	1.6854	3.9326	2.8090	0.0000	4.4944	5.6180	22.4719	8.9888	1.1236	
15061	3.4056	3.7152	1.5480	0.3096	3.0960	8.6687	23.2198	2.7864	3.0960	
15071	2.8169	1.5845	3.8732	0.3521	3.1690	5.1056	17.9577	2.6408	1.2324	
15081	2.7972	2.7972	2.7972	0.0000	4.1958	4.8951	19.9301	3.8462	0.3497	
19361	0.0000	1.9231	1.9231	0.0000	0.0000	3.8462	7.6923	0.0000	0.0000	
461	4.1667	4.1667	4.1667	0.0000	0.0000	0.0000	14.5833	0.0000	0.0000	
491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
781	9.5238	4.7619	0.0000	0.0000	0.0000	0.0000	19.0476	0.0000	0.0000	
6211	2.6087	3.4783	1.7391	0.0000	1.7391	2.6087	15.6522	4.3478	0.8696	
6601	4.7619	0.0000	0.0000	0.0000	0.0000	0.0000	4.7619	0.0000	0.0000	
6641	2.2222	4.4444	0.0000	0.0000	0.0000	2.2222	11.1111	0.0000	0.0000	
7001	6.8966	13.7931	0.0000	0.0000	0.0000	0.0000	24.1379	0.0000	3.4483	
2060	8.2353	2.3529	1.1765	0.0000	0.0000	0.0000	12.9412	1.1765	0.0000	
2260	5.4545	7.2727	3.6364	0.0000	0.0000	1.8182	18.1818	0.0000	0.0000	
7421	12.0690	8.6207	6.8966	0.0000	0.0000	0.0000	29.3103	0.0000	0.0000	
2280	4.6154	4.6154	2.3077	0.0000	0.0000	0.7692	16.1538	3.0769	0.0000	
7741	4.4444	2.2222	0.0000	0.0000	1.1111	2.2222	13.3333	4.4444	0.0000	
8841	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13491	0.0000	5.1282	0.0000	0.0000	0.0000	0.0000	5.1282	0.0000	0.0000	
13691	5.0000	3.5714	0.7143	0.7143	0.7143	2.8571	15.0000	0.7143	0.0000	
14001	3.1579	2.1053	0.0000	1.0526	2.1053	1.0526	10.5263	1.0526	0.0000	
16701	4.6875	4.6875	0.7812	0.7812	0.7812	1.5625	17.1875	3.1250	0.7812	
7150	0.9709	0.9709	0.9709	0.0000	0.9709	1.9417	7.7670	1.9417	0.9709	
17121	4.3860	0.8772	0.0000	0.8772	2.6316	2.6316	10.5263	1.7544	0.8772	
7340	0.0000	6.6667	0.0000	0.0000	0.0000	0.0000	6.6667	0.0000	0.0000	
17681	1.2987	7.7922	5.1948	0.0000	0.0000	0.0000	15.5844	0.0000	1.2987	
19231	4.3689	8.7379	0.4854	0.0000	0.0000	0.4854	16.9903	1.4563	0.4854	
19301	7.1429	0.0000	0.0000	0.0000	3.5714	3.5714	14.2857	3.5714	0.0000	
12011	3.4965	4.8951	2.0979	0.0000	1.3986	3.4965	17.4825	2.7972	1.3986	
12051	12.5000	0.0000	0.0000	0.0000	0.0000	0.0000	12.5000	0.0000	0.0000	
13351	7.0175	1.7544	3.5088	0.0000	1.7544	1.7544	17.5439	1.7544	1.7544	
17341	4.5455	2.7273	3.6364	0.0000	0.0000	3.6364	16.3636	2.7273	0.9091	
2921	4.0000	12.0000	4.0000	0.0000	0.0000	12.0000	32.0000	8.0000	4.0000	
3271	3.1250	6.2500	3.1250	0.0000	3.1250	9.3750	18.7500	6.2500	0.0000	
9351	8.3333	2.0833	2.0833	2.0833	8.3333	4.1667	25.0000	4.1667	0.0000	
9361	3.4091	2.2727	1.1364	0.0000	3.4091	3.4091	13.6364	3.4091	1.1364	
9391	6.6667	4.4444	0.0000	0.0000	2.2222	0.0000	22.2222	4.4444	4.4444	
9441	6.8182	4.5455	2.2727	0.0000	2.2727	9.0909	27.2727	2.2727	4.5455	
9451	6.8182	2.2727	2.2727	0.0000	2.2727	2.2727	25.0000	4.5455	2.2727	
14881	9.8592	2.8169	5.6338	0.0000	1.4085	2.8169	26.7606	2.8169	0.0000	
14891	1.7241	3.4483	8.6207	1.7241	0.0000	0.0000	18.9655	1.7241	1.7241	
14901	0.0000	6.2500	0.0000	6.2500	0.0000	6.2500	18.7500	0.0000	0.0000	
6160	0.0000	2.5000	7.5000	0.0000	0.0000	2.5000	12.5000	0.0000	0.0000	
15241	2.7523	4.5872	6.4220	0.0000	0.9174	3.6697	25.6881	4.5872	1.8349	
19211	3.0075	3.9474	5.2632	1.6917	1.6917	3.0075	19.5489	3.7594	0.9398	
19291	2.0716	4.2373	5.0847	1.1299	2.4482	3.5782	20.6215	3.2015	1.0358	
7350	2.3810	3.7698	3.5714	0.3968	1.9841	3.1746	16.8651	2.3810	1.3889	
421	4.4944	5.6180	1.1236	0.0000	3.3708	3.3708	20.2247	3.3708	1.1236	
791	9.0909	4.5455	0.0000	0.0000	0.0000	0.0000	18.1818	0.0000	0.0000	
2781	5.1282	7.6923	2.5641	0.0000	7.6923	10.2564	30.7692	7.6923	0.0000	
690	20.0000	0.0000	0.0000	0.0000	0.0000	20.0000	20.0000	0.0000	0.0000	
720	4.6667	2.0000	2.0000	0.0000	2.6667	4.6667	16.6667	4.0000	0.6667	
850	3.7037	1.5873	4.2328	0.5291	4.2328	3.1746	21.6931	6.3492	1.5873	
920	5.7971	0.0000	4.3478	0.0000	2.8986	1.4493	20.2899	4.3478	5.7971	
930	1.8182	4.5455	2.7273	0.9091	2.2727	3.1818	16.3636	2.7273	0.9091	
3101	8.4337	2.4096	0.0000	0.0000	1.2048	3.6145	14.4578	1.2048	0.0000	
3151	4.5455	9.0909	0.0000	0.0000	0.0000	0.0000	18.1818	0.0000	0.0000	
8291	7.1429	7.1429	7.1429	0.0000	0.0000	0.0000	21.4286	0.0000	0.0000	
8391	4.2105	6.3158	3.1579	2.1053	3.1579	3.1579	22.1053	3.1579	2.1053	
3670	0.0000	0.0000	0.0000	0.0000	5.5556	5.5556	11.1111	11.1111	0.0000	
6051	6.7308	2.8846	3.8462	0.0000	0.9615	0.9615	15.3846	0.0000	0.0000	
6111	4.2857	2.8571	0.0000	0.0000	0.0000	7.1429	11.4286	2.1429	0.7143	
6491	5.4054	0.0000	0.0000	0.0000	0.0000	8.1081	16.2162	8.1081	0.0000	
11981	5.1282	5.1282	2.5641	0.0000	0.0000	5.1282	17.9487	0.0000	0.0000	
12001	0.0000	8.3333	0.0000	0.0000	0.0000	0.0000	8.3333	0.0000	0.0000	
12281	9.0909	9.0909	0.0000	0.0000	0.0000	0.0000	18.1818	0.0000	0.0000	
12881	5.4054	0.0000	5.4054	0.0000	2.7027	2.7027	18.9189	2.7027	0.0000	
12911	0.0000	1.1628	2.3256	0.0000	0.0000	1.1628	9.3023	3.4884	0.0000	
13101	2.7778	1.3889	4.1667	0.0000	4.1667	2.7778	15.2778	5.5556	0.0000	
13211	12.5000	0.0000	0.0000	0.0000	0.0000	0.0000	12.5000	0.0000	0.0000	
17321	0.0000	6.2500	0.0000	0.0000	0.0000	0.0000	6.2500	0.0000	0.0000	
2631	0.6024	2.4096	1.2048	0.6024	4.8193	3.0120	15.0602	4.8193	1.2048	
11941	0.6623	3.3113	0.0000	0.0000	0.0000	1.3245	8.6093	1.9868	1.3245	
11951	5.0000	5.0000	0.0000	0.0000	0.0000	5.0000	10.0000	0.0000	0.0000	
9281	3.3898	1.6949	6.7797	0.0000	0.0000	10.1695	22.0339	1.6949	1.6949	
9381	3.8462	23.0769	0.0000	0.0000	0.0000	3.8462	34.6154	3.8462	0.0000	
9731	1.3605	4.7619	3.4014	0.0000	0.6803	2.0408	18.3673	4.7619	1.3605	
9821	5.0000	0.0000	5.0000	0.0000	0.0000	5.0000	15.0000	0.0000	0.0000	
14851	4.1667	4.1667	0.0000	0.0000	4.1667	0.0000	20.8333	12.5000	0.0000	
15121	2.1277	4.2553	0.0000	0.0000	0.0000	4.2553	14.8936	2.1277	0.0000	
6280	2.9412	5.8824	0.0000	0.0000	2.9412	5.8824	20.5882	8.8235	2.9412	
6290	5.5556	2.7778	2.7778	0.0000	0.0000	2.7778	16.6667	5.5556	0.0000	
15171	3.0303	3.0303	0.0000	0.0000	0.0000	3.0303	9.0909	0.0000	0.0000	
19201	0.0000	5.5046	1.8349	0.0000	3.6697	3.6697	18.3486	3.6697	0.9174	
19221	13.9785	4.3011	3.2258	0.0000	3.2258	4.3011	24.7312	2.1505	0.0000	
7360	3.0769	2.6923	1.5385	0.0000	1.5385	3.8462	15.0000	3.4615	1.1538	
7380	3.8647	5.7971	2.4155	0.4831	3.3816	5.3140	23.1884	3.8647	2.4155	
7390	6.0241	1.8072	0.6024	0.0000	1.2048	9.0361	21.0843	4.8193	1.8072	
7420	7.2289	3.6145	0.0000	1.2048	3.6145	6.0241	28.9157	2.4096	7.2289	
7450	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
19311	1.8349	4.5872	1.8349	0.0000	0.0000	5.5046	16.5138	2.7523	0.0000	
19331	0.0000	4.1667	0.0000	4.1667	0.0000	4.1667	12.5000	4.1667	0.0000	
19341	0.0000	4.7619	0.0000	0.0000	0.0000	0.0000	4.7619	0.0000	0.0000	
19351	5.7971	0.0000	2.8986	0.0000	1.4493	10.1449	23.1884	4.3478	1.4493	
19421	3.8462	3.8462	3.8462	0.0000	0.0000	0.0000	26.9231	11.5385	3.8462	
19471	3.9683	3.9683	1.5873	0.7937	3.1746	0.7937	15.0794	2.3810	0.7937	
19861	3.4653	2.9703	1.4851	0.0000	0.9901	2.9703	16.8317	3.9604	1.9802	
7460	1.3889	4.1667	0.0000	0.0000	4.1667	8.3333	20.8333	6.9444	2.7778	
381	0.0000	9.5238	0.0000	0.0000	4.7619	4.7619	19.0476	0.0000	0.0000	
831	9.0909	4.5455	0.0000	0.0000	0.0000	0.0000	18.1818	0.0000	0.0000	
1001	0.0000	0.0000	0.0000	0.0000	0.0000	6.8966	10.3448	6.8966	0.0000	
3571	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3621	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.6667	16.6667	0.0000	
7251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.5556	5.5556	0.0000	
5961	7.4074	3.7037	3.7037	0.0000	0.0000	1.2346	17.2840	2.4691	0.0000	
5981	4.2105	2.1053	1.0526	1.0526	3.1579	2.1053	15.7895	3.1579	2.1053	
1890	2.2472	4.4944	0.0000	0.0000	3.3708	4.4944	13.4831	2.2472	0.0000	
6061	3.1447	3.7736	1.2579	0.0000	2.5157	4.4025	15.0943	1.8868	0.6289	
6101	4.1522	4.4983	2.7682	1.0381	0.3460	3.1142	17.3010	2.4221	0.6920	
6311	1.0453	3.4843	1.3937	0.0000	1.0453	6.2718	15.6794	4.1812	0.3484	
6321	4.4715	4.4715	1.6260	0.4065	2.8455	5.6911	19.9187	4.4715	0.4065	
7071	1.2195	2.4390	0.0000	0.0000	2.4390	3.6585	10.9756	3.6585	2.4390	
7191	4.1237	2.0619	4.1237	0.0000	0.0000	2.0619	19.5876	6.1856	1.0309	
7221	2.4390	3.2520	1.6260	0.8130	2.4390	2.4390	17.8862	3.2520	1.6260	
7411	7.2072	4.5045	0.0000	0.0000	0.9009	2.7027	18.9189	1.8018	1.8018	
8271	2.4476	5.9441	1.7483	0.6993	2.7972	4.1958	18.8811	3.1469	1.3986	
11971	10.0000	10.0000	0.0000	0.0000	0.0000	10.0000	30.0000	0.0000	0.0000	
17291	3.4146	2.4390	0.4878	0.0000	1.4634	1.9512	11.2195	1.9512	0.9756	
17311	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17331	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17551	0.0000	2.2222	0.0000	0.0000	2.2222	0.0000	4.4444	0.0000	0.0000	
17571	1.4493	7.2464	0.0000	0.0000	8.6957	2.8986	18.8406	5.7971	0.0000	
17641	0.0000	2.0833	2.0833	2.0833	2.0833	0.0000	12.5000	4.1667	0.0000	
17781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17791	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7060	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17951	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
18311	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2381	2.3569	6.0606	1.6835	0.3367	2.6936	3.0303	18.1818	2.3569	2.0202	
4171	2.4390	0.0000	2.4390	0.0000	2.4390	4.8780	12.1951	2.4390	0.0000	
1330	6.2500	6.2500	6.2500	0.0000	0.0000	0.0000	25.0000	0.0000	6.2500	
1440	0.0000	0.0000	0.0000	0.0000	10.0000	10.0000	10.0000	0.0000	0.0000	
1510	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1650	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1900	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.2857	14.2857	0.0000	
4261	0.0000	3.7037	0.0000	0.0000	3.7037	0.0000	11.1111	0.0000	0.0000	
1320	4.0000	4.0000	0.0000	0.0000	0.0000	4.0000	12.0000	0.0000	0.0000	
4271	0.0000	6.6667	0.0000	0.0000	0.0000	0.0000	13.3333	6.6667	0.0000	
1150	1.5625	6.2500	0.0000	1.5625	0.0000	3.1250	12.5000	1.5625	0.0000	
1730	0.0000	16.6667	0.0000	0.0000	0.0000	0.0000	16.6667	0.0000	0.0000	
1920	0.0000	0.0000	0.0000	0.0000	0.0000	3.4483	3.4483	3.4483	0.0000	
4080	2.7523	4.5872	0.0000	0.0000	1.8349	1.8349	12.8440	3.6697	0.0000	
4321	2.8037	3.7383	0.0000	0.0000	1.8692	2.8037	13.0841	2.8037	1.8692	
1160	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4681	2.8986	1.4493	0.7246	0.0000	0.0000	3.6232	10.8696	0.7246	2.1739	
1310	0.8000	1.6000	2.4000	0.0000	2.4000	4.0000	14.4000	4.0000	0.8000	
1560	1.7544	1.7544	0.0000	0.0000	0.0000	0.0000	7.0175	0.0000	1.7544	
4701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4961	2.7027	5.4054	2.7027	0.0000	2.7027	5.4054	18.9189	2.7027	0.0000	
5011	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5521	12.5000	0.0000	0.0000	0.0000	0.0000	0.0000	12.5000	0.0000	0.0000	
5771	0.0000	5.0000	0.0000	0.0000	0.0000	5.0000	15.0000	5.0000	0.0000	
5791	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5901	0.0000	9.0909	9.0909	0.0000	0.0000	0.0000	18.1818	0.0000	0.0000	
6011	2.1739	3.2609	3.2609	0.0000	2.1739	2.1739	15.2174	1.0870	1.0870	
6191	0.0000	5.2632	0.0000	0.0000	0.0000	0.0000	5.2632	0.0000	0.0000	
6371	2.7027	5.4054	5.4054	2.7027	0.0000	5.4054	24.3243	2.7027	2.7027	
7791	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	5.0000	0.0000	
2480	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
8021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
8521	4.3478	8.6957	0.0000	0.0000	0.0000	0.0000	13.0435	0.0000	0.0000	
8611	2.3256	0.0000	0.0000	2.3256	2.3256	4.6512	16.2791	2.3256	2.3256	
9251	10.1010	3.0303	4.0404	0.0000	7.0707	5.0505	27.2727	4.0404	0.0000	
9271	3.2609	2.1739	4.3478	0.0000	1.0870	5.4348	18.4783	1.0870	2.1739	
14741	0.8439	4.6414	0.8439	0.0000	2.9536	2.9536	16.8776	4.2194	2.1097	
14801	0.9709	3.8835	0.9709	0.9709	0.0000	0.9709	14.5631	3.8835	2.9126	
14841	4.3796	4.3796	2.1898	0.0000	2.1898	5.1095	21.1679	2.1898	2.9197	
15321	4.8780	4.8780	0.0000	0.0000	2.4390	4.8780	17.0732	4.8780	0.0000	
15601	9.5238	4.7619	0.0000	0.0000	0.0000	4.7619	22.2222	4.7619	0.0000	
16841	3.7037	7.4074	0.0000	0.0000	7.4074	3.7037	29.6296	7.4074	0.0000	
19171	0.0000	0.0000	2.1739	0.0000	0.0000	0.0000	8.6957	4.3478	2.1739	
291	1.0309	6.1856	2.0619	0.0000	0.0000	3.0928	13.4021	1.0309	0.0000	
341	4.6729	3.7383	0.9346	0.0000	1.8692	2.8037	16.8224	2.8037	0.9346	
30	4.7619	4.7619	4.7619	0.0000	2.3810	0.0000	16.6667	0.0000	0.0000	
40	0.0000	7.9208	1.9802	0.0000	0.0000	1.9802	17.8218	0.9901	1.9802	
431	5.1282	5.1282	0.0000	0.0000	2.5641	0.0000	17.9487	2.5641	0.0000	
441	0.0000	5.9322	1.6949	0.8475	1.6949	1.6949	13.5593	0.8475	1.6949	
801	9.0909	4.5455	0.0000	0.0000	0.0000	0.0000	18.1818	0.0000	0.0000	
1051	2.3256	2.3256	0.0000	0.0000	6.9767	11.6279	25.5814	6.9767	4.6512	
3691	5.5556	0.0000	0.0000	0.0000	0.0000	0.0000	5.5556	0.0000	0.0000	
7381	5.9524	7.1429	1.1905	0.0000	1.1905	5.9524	22.6190	2.3810	0.0000	
5951	12.0000	4.0000	0.0000	0.0000	8.0000	12.0000	36.0000	8.0000	0.0000	
6151	1.0101	2.0202	5.0505	0.0000	4.0404	7.0707	22.2222	8.0808	0.0000	
11911	5.5556	3.7037	4.6296	0.0000	3.7037	2.7778	20.3704	2.7778	0.9259	
17231	6.6667	3.3333	6.6667	0.0000	3.3333	10.0000	36.6667	6.6667	3.3333	
17261	9.2308	1.5385	0.0000	1.5385	1.5385	6.1538	18.4615	4.6154	0.0000	
17271	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17301	0.0000	0.0000	0.0000	0.0000	0.0000	22.2222	33.3333	11.1111	11.1111	
17461	6.6667	0.0000	0.0000	0.0000	0.0000	6.6667	26.6667	6.6667	0.0000	
17491	15.3846	0.0000	0.0000	0.0000	0.0000	7.6923	23.0769	0.0000	7.6923	
17591	0.0000	16.6667	0.0000	0.0000	0.0000	0.0000	16.6667	0.0000	0.0000	
2171	0.0000	4.8780	2.4390	0.0000	7.3171	0.0000	17.0732	2.4390	0.0000	
2691	0.5076	3.5533	1.0152	0.0000	0.5076	5.5838	15.7360	6.0914	1.5228	
800	0.6135	3.6810	4.2945	0.6135	0.0000	3.6810	19.0184	1.8405	1.8405	
2711	1.6129	4.8387	3.2258	0.0000	1.6129	1.6129	20.9677	3.2258	4.8387	
2771	2.5926	4.4444	4.0741	0.0000	2.2222	4.0741	22.5926	6.2963	1.4815	
9211	2.6578	3.3223	1.9934	0.6645	1.6611	4.6512	18.9369	3.9867	1.6611	
9481	4.8193	6.0241	2.4096	1.2048	0.0000	1.2048	18.0723	0.0000	1.2048	
9541	1.9868	6.6225	0.0000	1.9868	0.0000	3.9735	17.2185	1.3245	0.6623	
9681	3.1250	4.6875	1.5625	0.0000	1.5625	1.5625	20.3125	4.6875	3.1250	
4250	7.5758	0.0000	0.0000	3.0303	4.5455	3.0303	18.1818	0.0000	0.0000	
9701	1.0204	3.0612	3.0612	1.0204	1.0204	9.1837	23.4694	9.1837	2.0408	
3450	3.4884	8.1395	0.0000	0.0000	0.0000	4.6512	19.7674	2.3256	1.1628	
9881	2.9703	7.4257	3.9604	0.9901	0.0000	0.0000	19.3069	2.4752	0.9901	
9901	0.0000	1.6949	6.7797	0.0000	1.6949	3.3898	20.3390	5.0847	1.6949	
10981	5.2632	4.3062	2.3923	0.9569	0.9569	4.7847	21.5311	4.7847	1.4354	
4750	1.3333	2.6667	0.0000	0.0000	1.3333	1.3333	9.3333	5.3333	0.0000	
11171	0.0000	2.7778	2.7778	0.0000	0.0000	5.5556	11.1111	0.0000	0.0000	
11231	1.1628	10.4651	0.0000	1.1628	2.3256	3.4884	19.7674	2.3256	0.0000	
11281	3.9683	5.5556	0.7937	0.0000	0.7937	1.5873	14.2857	0.0000	0.0000	
12641	4.7826	3.9130	1.3043	0.4348	2.6087	4.3478	19.1304	4.3478	0.8696	
14681	10.0000	2.5000	0.0000	0.0000	2.5000	2.5000	17.5000	0.0000	0.0000	
19081	7.7922	0.0000	1.2987	0.0000	0.0000	5.1948	19.4805	7.7922	0.0000	
20141	2.3256	0.0000	0.0000	0.0000	0.0000	2.3256	4.6512	0.0000	2.3256	
20201	4.6025	1.6736	2.9289	0.4184	0.0000	1.6736	16.7364	1.6736	0.4184	
20351	13.3333	0.0000	6.6667	0.0000	0.0000	0.0000	26.6667	6.6667	0.0000	
7610	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7620	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7680	6.6667	0.0000	0.0000	0.0000	0.0000	0.0000	13.3333	6.6667	0.0000	
20521	0.0000	1.8519	0.0000	1.8519	0.0000	0.0000	3.7037	0.0000	0.0000	
281	4.2553	2.1277	2.1277	0.0000	0.0000	4.2553	14.8936	2.1277	0.0000	
941	7.7922	3.8961	2.5974	0.0000	1.2987	6.4935	24.6753	2.5974	1.2987	
971	0.0000	4.5455	6.0606	0.0000	0.0000	0.0000	10.6061	0.0000	0.0000	
2141	3.7037	3.7037	0.0000	0.0000	0.0000	3.7037	11.1111	0.0000	0.0000	
4851	6.0000	2.0000	2.0000	2.0000	2.0000	0.0000	18.0000	4.0000	0.0000	
8111	0.0000	7.8947	0.0000	0.0000	0.0000	0.0000	10.5263	0.0000	2.6316	
8131	1.5152	6.0606	1.5152	1.5152	0.0000	0.0000	13.6364	1.5152	1.5152	
5931	1.6502	1.9802	1.6502	1.9802	1.9802	1.6502	12.5413	1.6502	0.3300	
6121	3.8462	3.8462	7.6923	0.0000	0.0000	3.8462	19.2308	3.8462	0.0000	
1940	8.3333	8.3333	0.0000	0.0000	0.0000	0.0000	20.8333	0.0000	4.1667	
7031	4.3210	2.4691	4.3210	0.0000	1.8519	3.0864	17.9012	3.7037	0.0000	
8261	0.0000	4.7619	4.7619	0.0000	1.5873	3.1746	17.4603	1.5873	1.5873	
2630	5.8824	0.0000	0.0000	0.0000	0.0000	0.0000	5.8824	0.0000	0.0000	
2650	0.0000	2.0000	2.0000	0.0000	0.0000	2.0000	10.0000	4.0000	0.0000	
8401	4.3478	0.0000	0.0000	0.0000	0.0000	0.0000	8.6957	4.3478	0.0000	
11901	13.6364	0.0000	0.0000	0.0000	0.0000	0.0000	13.6364	0.0000	0.0000	
14021	2.6316	4.3860	2.6316	1.7544	0.8772	2.6316	15.7895	0.0000	0.8772	
14421	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	25.0000	0.0000	0.0000	
17211	5.3191	3.1915	5.3191	1.0638	2.1277	1.0638	22.3404	2.1277	3.1915	
17241	13.8889	2.7778	2.7778	0.0000	5.5556	2.7778	27.7778	0.0000	0.0000	
17251	0.0000	4.3478	0.0000	0.0000	0.0000	0.0000	8.6957	0.0000	4.3478	
7050	9.6154	7.6923	0.0000	1.9231	0.0000	1.9231	23.0769	0.0000	0.0000	
17281	0.0000	1.6667	0.0000	0.0000	3.3333	3.3333	10.0000	3.3333	0.0000	
17411	5.3191	5.3191	3.1915	0.0000	1.0638	4.2553	23.4043	3.1915	2.1277	
17541	10.0000	0.0000	0.0000	0.0000	0.0000	3.3333	16.6667	0.0000	3.3333	
6990	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0909	0.0000	0.0000	
7000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17601	3.7975	7.5949	1.8987	0.6329	0.6329	5.0633	23.4177	3.7975	1.8987	
17861	6.9231	1.9231	2.3077	0.0000	2.6923	3.0769	18.8462	4.2308	1.9231	
17911	1.4085	2.8169	5.1643	0.0000	2.3474	4.6948	16.9014	2.8169	0.0000	
18021	3.4783	3.4783	0.8696	0.0000	0.8696	0.0000	11.3043	0.0000	4.3478	
18041	3.8462	0.0000	0.7692	0.0000	1.5385	6.9231	15.3846	2.3077	0.7692	
18081	3.7975	0.0000	5.0633	0.0000	3.7975	5.0633	26.5823	8.8608	2.5316	
18281	0.8403	7.5630	0.0000	0.0000	0.8403	1.6807	12.6050	0.0000	0.0000	
7190	0.0000	5.5556	0.0000	0.0000	0.0000	0.0000	5.5556	0.0000	0.0000	
18291	2.6144	9.1503	1.3072	0.6536	0.0000	4.5752	22.8758	2.6144	1.3072	
2051	4.7619	0.0000	4.7619	0.0000	0.0000	4.7619	14.2857	0.0000	0.0000	
2281	1.2821	5.1282	2.5641	0.0000	2.5641	6.4103	21.7949	3.8462	1.2821	
1810	4.4643	3.1250	1.7857	0.0000	1.3393	1.7857	14.2857	2.6786	0.0000	
2180	3.8961	6.4935	2.5974	0.0000	1.2987	1.2987	19.4805	1.2987	2.5974	
2961	6.1224	2.0408	0.0000	0.0000	6.1224	6.1224	28.5714	12.2449	2.0408	
1820	1.0989	3.2967	5.4945	2.1978	0.0000	3.2967	17.5824	3.2967	1.0989	
3211	3.4483	6.8966	0.0000	0.0000	3.4483	3.4483	24.1379	3.4483	3.4483	
3301	3.6697	4.5872	1.8349	0.0000	1.8349	4.5872	23.8532	7.3394	0.0000	
1830	4.4643	4.4643	3.5714	1.7857	2.6786	4.4643	20.5357	1.7857	0.0000	
3741	4.0984	3.2787	5.7377	0.0000	1.6393	4.0984	18.8525	2.4590	0.8197	
1760	0.0000	2.4390	7.3171	2.4390	9.7561	7.3171	31.7073	7.3171	0.0000	
1790	0.0000	3.6585	6.0976	2.4390	3.6585	7.3171	24.3902	1.2195	1.2195	
